1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	\N	\N	\N
2	501	57	0	1	1367357535941	42.297783	-83.694901	230.60001	90.550003	16.459999	0	0	0	0	0	0	0	0	0	0	0.090000004	0	0	0	0	0	0	\N	\N	\N
3	501	57	26200	1	1367357797940	42.296272	-83.68232	239.60001	19.012501	20.34	0	0	0	0	0	0	0	0	0	0	-0.47999999	0	0	0	0	0	0	\N	\N	\N
4	501	57	42710	1	1367357963053	42.309147	-83.677422	247.3	324.91251	0	0	0	0	0	0	0	0	0	0	0	-0.029999999	0	0	0	0	0	0	\N	\N	\N
5	501	57	50060	1	1367358036570	42.307259	-83.684807	240.89999	249.175	16.9	0	0	0	0	0	0	0	0	0	0	-1.23	0	0	0	0	0	0	\N	\N	\N
6	501	57	65570	1	1367358191722	42.302608	-83.703651	241.3	245.3625	0	0	0	0	0	0	0	0	0	0	0	-0.36000001	0	0	0	0	0	0	\N	\N	\N
7	501	57	69460	1	1367358230560	42.299679	-83.704407	236	178.6125	18	0	0	0	0	0	0	0	0	0	0	0.30000001	0	0	0	0	0	0	\N	\N	\N
8	501	57	222590	1	1367359761840	42.252831	-83.699799	210.2	221.16251	15.14	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	\N	\N	\N
9	501	57	237400	1	1367359909939	42.242123	-83.700089	219.3	179.8625	15.7	0	0	0	0	0	0	0	0	0	0	0.23999999	0	0	0	0	0	0	\N	\N	\N
10	501	57	279170	1	1367360327640	42.197933	-83.699036	219.89999	179.8875	19.780001	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	\N	\N	\N
11	501	57	304870	1	1367360584640	42.156761	-83.697296	214.8	177.78751	13.4	0	0	0	0	0	0	0	0	0	0	2.6099999	0	0	0	0	0	0	\N	\N	\N
12	10106	247	0	1	1364905690500	42.264	-83.756905	249.39999	84.424812	16.218081	1.1	1.8	1	0	1	-0.3518413	57.999352	0	0	0	1.071486	5	0	0	0	0	0	\N	\N	\N
13	10106	247	2130	1	1364905711800	42.264141	-83.75209	237.10001	88.790001	19.50363	0.80000001	1.3	1	0	1	0.45257699	70.141762	0	0	0	-0.24428029	5	0	0	0	0	0	\N	\N	\N
14	10106	247	2640	1	1364905716900	42.26416	-83.750885	236.2	87.828239	18.207991	0.89999998	1.5	1	0	1	-0.61759353	65.924751	0	0	0	-1.04436	5	0	0	0	0	0	\N	\N	\N
15	10106	247	3690	1	1364905727400	42.264225	-83.748749	232.10001	88.779999	17.375099	1.1	2	1	0	1	0.48324499	62.612221	0	0	0	0.0125548	5	0	0	0	0	0	\N	\N	\N
16	10106	247	3820	1	1364905728700	42.264225	-83.748474	231.7	90.020714	17.329781	1.1	1.8	1	0	1	1.207175	62.393101	0	0	0	-0.016402779	5	0	0	0	0	0	\N	\N	\N
17	10106	247	5840	1	1364905748900	42.26363	-83.744217	223.10001	109.3402	17.49577	1.1	1.9	1	0	1	-0.19797771	63.020248	0	0	0	-0.098585807	5	0	0	0	0	0	\N	\N	\N
18	10106	247	6210	1	1364905752600	42.263443	-83.743469	224	107.67	18.015921	1.1	1.9	1	0	1	-0.55020708	64.705254	0	0	0	0.08638452	5	0	0	0	0	0	\N	\N	\N
19	10106	247	6770	1	1364905758200	42.263157	-83.742302	227.39999	109.04	17.90132	1.1	1.8	1	0	1	0.098766893	64.633232	0	0	0	-0.041721951	5	0	0	0	0	0	\N	\N	\N
20	10106	247	6930	1	1364905759800	42.263073	-83.741974	228.10001	109.26	17.941401	1.1	1.8	1	0	1	0.1054354	64.722137	0	0	0	0.030510729	5	0	0	0	0	0	\N	\N	\N
